data;evento
17/07/1988;Guerra Irã-Iraque
18/07/1988;Guerra Irã-Iraque
19/07/1988;Guerra Irã-Iraque
20/07/1988;Guerra Irã-Iraque
21/07/1988;Guerra Irã-Iraque
22/07/1988;Guerra Irã-Iraque
23/07/1988;Guerra Irã-Iraque
24/07/1988;Guerra Irã-Iraque
25/07/1988;Guerra Irã-Iraque
26/07/1988;Guerra Irã-Iraque
27/07/1988;Guerra Irã-Iraque
28/07/1988;Guerra Irã-Iraque
29/07/1988;Guerra Irã-Iraque
30/07/1988;Guerra Irã-Iraque
31/07/1988;Guerra Irã-Iraque
01/08/1988;Guerra Irã-Iraque
02/08/1988;Guerra Irã-Iraque
03/08/1988;Guerra Irã-Iraque
04/08/1988;Guerra Irã-Iraque
05/08/1988;Guerra Irã-Iraque
06/08/1988;Guerra Irã-Iraque
07/08/1988;Guerra Irã-Iraque
08/08/1988;Guerra Irã-Iraque
09/08/1988;Guerra Irã-Iraque
10/08/1988;Guerra Irã-Iraque
11/08/1988;Guerra Irã-Iraque
12/08/1988;Guerra Irã-Iraque
13/08/1988;Guerra Irã-Iraque
14/08/1988;Guerra Irã-Iraque
15/08/1988;Guerra Irã-Iraque
16/08/1988;Guerra Irã-Iraque
17/08/1988;Guerra Irã-Iraque
18/08/1988;Guerra Irã-Iraque
02/08/1990;Guerra do Golfo
03/08/1990;Guerra do Golfo
04/08/1990;Guerra do Golfo
05/08/1990;Guerra do Golfo
06/08/1990;Guerra do Golfo
07/08/1990;Guerra do Golfo
08/08/1990;Guerra do Golfo
09/08/1990;Guerra do Golfo
10/08/1990;Guerra do Golfo
11/08/1990;Guerra do Golfo
12/08/1990;Guerra do Golfo
13/08/1990;Guerra do Golfo
14/08/1990;Guerra do Golfo
15/08/1990;Guerra do Golfo
16/08/1990;Guerra do Golfo
17/08/1990;Guerra do Golfo
18/08/1990;Guerra do Golfo
19/08/1990;Guerra do Golfo
20/08/1990;Guerra do Golfo
21/08/1990;Guerra do Golfo
22/08/1990;Guerra do Golfo
23/08/1990;Guerra do Golfo
24/08/1990;Guerra do Golfo
25/08/1990;Guerra do Golfo
26/08/1990;Guerra do Golfo
27/08/1990;Guerra do Golfo
28/08/1990;Guerra do Golfo
29/08/1990;Guerra do Golfo
30/08/1990;Guerra do Golfo
31/08/1990;Guerra do Golfo
01/09/1990;Guerra do Golfo
02/09/1990;Guerra do Golfo
03/09/1990;Guerra do Golfo
04/09/1990;Guerra do Golfo
05/09/1990;Guerra do Golfo
06/09/1990;Guerra do Golfo
07/09/1990;Guerra do Golfo
08/09/1990;Guerra do Golfo
09/09/1990;Guerra do Golfo
10/09/1990;Guerra do Golfo
11/09/1990;Guerra do Golfo
12/09/1990;Guerra do Golfo
13/09/1990;Guerra do Golfo
14/09/1990;Guerra do Golfo
15/09/1990;Guerra do Golfo
16/09/1990;Guerra do Golfo
17/09/1990;Guerra do Golfo
18/09/1990;Guerra do Golfo
19/09/1990;Guerra do Golfo
20/09/1990;Guerra do Golfo
21/09/1990;Guerra do Golfo
22/09/1990;Guerra do Golfo
23/09/1990;Guerra do Golfo
24/09/1990;Guerra do Golfo
25/09/1990;Guerra do Golfo
26/09/1990;Guerra do Golfo
27/09/1990;Guerra do Golfo
28/09/1990;Guerra do Golfo
29/09/1990;Guerra do Golfo
30/09/1990;Guerra do Golfo
01/10/1990;Guerra do Golfo
02/10/1990;Guerra do Golfo
03/10/1990;Guerra do Golfo
04/10/1990;Guerra do Golfo
05/10/1990;Guerra do Golfo
06/10/1990;Guerra do Golfo
07/10/1990;Guerra do Golfo
08/10/1990;Guerra do Golfo
09/10/1990;Guerra do Golfo
10/10/1990;Guerra do Golfo
11/10/1990;Guerra do Golfo
12/10/1990;Guerra do Golfo
13/10/1990;Guerra do Golfo
14/10/1990;Guerra do Golfo
15/10/1990;Guerra do Golfo
16/10/1990;Guerra do Golfo
17/10/1990;Guerra do Golfo
18/10/1990;Guerra do Golfo
19/10/1990;Guerra do Golfo
20/10/1990;Guerra do Golfo
21/10/1990;Guerra do Golfo
22/10/1990;Guerra do Golfo
23/10/1990;Guerra do Golfo
24/10/1990;Guerra do Golfo
25/10/1990;Guerra do Golfo
26/10/1990;Guerra do Golfo
27/10/1990;Guerra do Golfo
28/10/1990;Guerra do Golfo
29/10/1990;Guerra do Golfo
30/10/1990;Guerra do Golfo
31/10/1990;Guerra do Golfo
01/11/1990;Guerra do Golfo
02/11/1990;Guerra do Golfo
03/11/1990;Guerra do Golfo
04/11/1990;Guerra do Golfo
05/11/1990;Guerra do Golfo
06/11/1990;Guerra do Golfo
07/11/1990;Guerra do Golfo
08/11/1990;Guerra do Golfo
09/11/1990;Guerra do Golfo
10/11/1990;Guerra do Golfo
11/11/1990;Guerra do Golfo
12/11/1990;Guerra do Golfo
13/11/1990;Guerra do Golfo
14/11/1990;Guerra do Golfo
15/11/1990;Guerra do Golfo
16/11/1990;Guerra do Golfo
17/11/1990;Guerra do Golfo
18/11/1990;Guerra do Golfo
19/11/1990;Guerra do Golfo
20/11/1990;Guerra do Golfo
21/11/1990;Guerra do Golfo
22/11/1990;Guerra do Golfo
23/11/1990;Guerra do Golfo
24/11/1990;Guerra do Golfo
25/11/1990;Guerra do Golfo
26/11/1990;Guerra do Golfo
27/11/1990;Guerra do Golfo
28/11/1990;Guerra do Golfo
29/11/1990;Guerra do Golfo
30/11/1990;Guerra do Golfo
01/12/1990;Guerra do Golfo
02/12/1990;Guerra do Golfo
03/12/1990;Guerra do Golfo
04/12/1990;Guerra do Golfo
05/12/1990;Guerra do Golfo
06/12/1990;Guerra do Golfo
07/12/1990;Guerra do Golfo
08/12/1990;Guerra do Golfo
09/12/1990;Guerra do Golfo
10/12/1990;Guerra do Golfo
11/12/1990;Guerra do Golfo
12/12/1990;Guerra do Golfo
13/12/1990;Guerra do Golfo
14/12/1990;Guerra do Golfo
15/12/1990;Guerra do Golfo
16/12/1990;Guerra do Golfo
17/12/1990;Guerra do Golfo
18/12/1990;Guerra do Golfo
19/12/1990;Guerra do Golfo
20/12/1990;Guerra do Golfo
21/12/1990;Guerra do Golfo
22/12/1990;Guerra do Golfo
23/12/1990;Guerra do Golfo
24/12/1990;Guerra do Golfo
25/12/1990;Guerra do Golfo
26/12/1990;Guerra do Golfo
27/12/1990;Guerra do Golfo
28/12/1990;Guerra do Golfo
29/12/1990;Guerra do Golfo
30/12/1990;Guerra do Golfo
31/12/1990;Guerra do Golfo
01/01/1991;Guerra do Golfo
02/01/1991;Guerra do Golfo
03/01/1991;Guerra do Golfo
04/01/1991;Guerra do Golfo
05/01/1991;Guerra do Golfo
06/01/1991;Guerra do Golfo
07/01/1991;Guerra do Golfo
08/01/1991;Guerra do Golfo
09/01/1991;Guerra do Golfo
10/01/1991;Guerra do Golfo
11/01/1991;Guerra do Golfo
12/01/1991;Guerra do Golfo
13/01/1991;Guerra do Golfo
14/01/1991;Guerra do Golfo
15/01/1991;Guerra do Golfo
16/01/1991;Guerra do Golfo
17/01/1991;Guerra do Golfo
18/01/1991;Guerra do Golfo
19/01/1991;Guerra do Golfo
20/01/1991;Guerra do Golfo
21/01/1991;Guerra do Golfo
22/01/1991;Guerra do Golfo
23/01/1991;Guerra do Golfo
24/01/1991;Guerra do Golfo
25/01/1991;Guerra do Golfo
26/01/1991;Guerra do Golfo
27/01/1991;Guerra do Golfo
28/01/1991;Guerra do Golfo
29/01/1991;Guerra do Golfo
30/01/1991;Guerra do Golfo
31/01/1991;Guerra do Golfo
01/02/1991;Guerra do Golfo
02/02/1991;Guerra do Golfo
03/02/1991;Guerra do Golfo
04/02/1991;Guerra do Golfo
05/02/1991;Guerra do Golfo
06/02/1991;Guerra do Golfo
07/02/1991;Guerra do Golfo
08/02/1991;Guerra do Golfo
09/02/1991;Guerra do Golfo
10/02/1991;Guerra do Golfo
11/02/1991;Guerra do Golfo
12/02/1991;Guerra do Golfo
13/02/1991;Guerra do Golfo
14/02/1991;Guerra do Golfo
15/02/1991;Guerra do Golfo
16/02/1991;Guerra do Golfo
17/02/1991;Guerra do Golfo
18/02/1991;Guerra do Golfo
19/02/1991;Guerra do Golfo
20/02/1991;Guerra do Golfo
21/02/1991;Guerra do Golfo
22/02/1991;Guerra do Golfo
23/02/1991;Guerra do Golfo
24/02/1991;Guerra do Golfo
25/02/1991;Guerra do Golfo
26/02/1991;Guerra do Golfo
27/02/1991;Guerra do Golfo
28/02/1991;Guerra do Golfo
20/03/2003;Invasão do Iraque
21/03/2003;Invasão do Iraque
22/03/2003;Invasão do Iraque
23/03/2003;Invasão do Iraque
24/03/2003;Invasão do Iraque
25/03/2003;Invasão do Iraque
26/03/2003;Invasão do Iraque
27/03/2003;Invasão do Iraque
28/03/2003;Invasão do Iraque
29/03/2003;Invasão do Iraque
30/03/2003;Invasão do Iraque
31/03/2003;Invasão do Iraque
01/04/2003;Invasão do Iraque
02/04/2003;Invasão do Iraque
03/04/2003;Invasão do Iraque
04/04/2003;Invasão do Iraque
05/04/2003;Invasão do Iraque
06/04/2003;Invasão do Iraque
07/04/2003;Invasão do Iraque
08/04/2003;Invasão do Iraque
09/04/2003;Invasão do Iraque
10/04/2003;Invasão do Iraque
11/04/2003;Invasão do Iraque
12/04/2003;Invasão do Iraque
13/04/2003;Invasão do Iraque
14/04/2003;Invasão do Iraque
15/04/2003;Invasão do Iraque
16/04/2003;Invasão do Iraque
17/04/2003;Invasão do Iraque
18/04/2003;Invasão do Iraque
19/04/2003;Invasão do Iraque
20/04/2003;Invasão do Iraque
21/04/2003;Invasão do Iraque
22/04/2003;Invasão do Iraque
23/04/2003;Invasão do Iraque
24/04/2003;Invasão do Iraque
25/04/2003;Invasão do Iraque
26/04/2003;Invasão do Iraque
27/04/2003;Invasão do Iraque
28/04/2003;Invasão do Iraque
29/04/2003;Invasão do Iraque
30/04/2003;Invasão do Iraque
01/05/2003;Invasão do Iraque
01/05/2003;Ocupação do Iraque
02/05/2003;Ocupação do Iraque
03/05/2003;Ocupação do Iraque
04/05/2003;Ocupação do Iraque
05/05/2003;Ocupação do Iraque
06/05/2003;Ocupação do Iraque
07/05/2003;Ocupação do Iraque
08/05/2003;Ocupação do Iraque
09/05/2003;Ocupação do Iraque
10/05/2003;Ocupação do Iraque
11/05/2003;Ocupação do Iraque
12/05/2003;Ocupação do Iraque
13/05/2003;Ocupação do Iraque
14/05/2003;Ocupação do Iraque
15/05/2003;Ocupação do Iraque
16/05/2003;Ocupação do Iraque
17/05/2003;Ocupação do Iraque
18/05/2003;Ocupação do Iraque
19/05/2003;Ocupação do Iraque
20/05/2003;Ocupação do Iraque
21/05/2003;Ocupação do Iraque
22/05/2003;Ocupação do Iraque
23/05/2003;Ocupação do Iraque
24/05/2003;Ocupação do Iraque
25/05/2003;Ocupação do Iraque
26/05/2003;Ocupação do Iraque
27/05/2003;Ocupação do Iraque
28/05/2003;Ocupação do Iraque
29/05/2003;Ocupação do Iraque
30/05/2003;Ocupação do Iraque
31/05/2003;Ocupação do Iraque
01/06/2003;Ocupação do Iraque
02/06/2003;Ocupação do Iraque
03/06/2003;Ocupação do Iraque
04/06/2003;Ocupação do Iraque
05/06/2003;Ocupação do Iraque
06/06/2003;Ocupação do Iraque
07/06/2003;Ocupação do Iraque
08/06/2003;Ocupação do Iraque
09/06/2003;Ocupação do Iraque
10/06/2003;Ocupação do Iraque
11/06/2003;Ocupação do Iraque
12/06/2003;Ocupação do Iraque
13/06/2003;Ocupação do Iraque
14/06/2003;Ocupação do Iraque
15/06/2003;Ocupação do Iraque
16/06/2003;Ocupação do Iraque
17/06/2003;Ocupação do Iraque
18/06/2003;Ocupação do Iraque
19/06/2003;Ocupação do Iraque
20/06/2003;Ocupação do Iraque
21/06/2003;Ocupação do Iraque
22/06/2003;Ocupação do Iraque
23/06/2003;Ocupação do Iraque
24/06/2003;Ocupação do Iraque
25/06/2003;Ocupação do Iraque
26/06/2003;Ocupação do Iraque
27/06/2003;Ocupação do Iraque
28/06/2003;Ocupação do Iraque
29/06/2003;Ocupação do Iraque
30/06/2003;Ocupação do Iraque
01/07/2003;Ocupação do Iraque
02/07/2003;Ocupação do Iraque
03/07/2003;Ocupação do Iraque
04/07/2003;Ocupação do Iraque
05/07/2003;Ocupação do Iraque
06/07/2003;Ocupação do Iraque
07/07/2003;Ocupação do Iraque
08/07/2003;Ocupação do Iraque
09/07/2003;Ocupação do Iraque
10/07/2003;Ocupação do Iraque
11/07/2003;Ocupação do Iraque
12/07/2003;Ocupação do Iraque
13/07/2003;Ocupação do Iraque
14/07/2003;Ocupação do Iraque
15/07/2003;Ocupação do Iraque
16/07/2003;Ocupação do Iraque
17/07/2003;Ocupação do Iraque
18/07/2003;Ocupação do Iraque
19/07/2003;Ocupação do Iraque
20/07/2003;Ocupação do Iraque
21/07/2003;Ocupação do Iraque
22/07/2003;Ocupação do Iraque
23/07/2003;Ocupação do Iraque
24/07/2003;Ocupação do Iraque
25/07/2003;Ocupação do Iraque
26/07/2003;Ocupação do Iraque
27/07/2003;Ocupação do Iraque
28/07/2003;Ocupação do Iraque
29/07/2003;Ocupação do Iraque
30/07/2003;Ocupação do Iraque
31/07/2003;Ocupação do Iraque
01/08/2003;Ocupação do Iraque
02/08/2003;Ocupação do Iraque
03/08/2003;Ocupação do Iraque
04/08/2003;Ocupação do Iraque
05/08/2003;Ocupação do Iraque
06/08/2003;Ocupação do Iraque
07/08/2003;Ocupação do Iraque
08/08/2003;Ocupação do Iraque
09/08/2003;Ocupação do Iraque
10/08/2003;Ocupação do Iraque
11/08/2003;Ocupação do Iraque
12/08/2003;Ocupação do Iraque
13/08/2003;Ocupação do Iraque
14/08/2003;Ocupação do Iraque
15/08/2003;Ocupação do Iraque
16/08/2003;Ocupação do Iraque
17/08/2003;Ocupação do Iraque
18/08/2003;Ocupação do Iraque
19/08/2003;Ocupação do Iraque
20/08/2003;Ocupação do Iraque
21/08/2003;Ocupação do Iraque
22/08/2003;Ocupação do Iraque
23/08/2003;Ocupação do Iraque
24/08/2003;Ocupação do Iraque
25/08/2003;Ocupação do Iraque
26/08/2003;Ocupação do Iraque
27/08/2003;Ocupação do Iraque
28/08/2003;Ocupação do Iraque
29/08/2003;Ocupação do Iraque
30/08/2003;Ocupação do Iraque
31/08/2003;Ocupação do Iraque
01/09/2003;Ocupação do Iraque
02/09/2003;Ocupação do Iraque
03/09/2003;Ocupação do Iraque
04/09/2003;Ocupação do Iraque
05/09/2003;Ocupação do Iraque
06/09/2003;Ocupação do Iraque
07/09/2003;Ocupação do Iraque
08/09/2003;Ocupação do Iraque
09/09/2003;Ocupação do Iraque
10/09/2003;Ocupação do Iraque
11/09/2003;Ocupação do Iraque
12/09/2003;Ocupação do Iraque
13/09/2003;Ocupação do Iraque
14/09/2003;Ocupação do Iraque
15/09/2003;Ocupação do Iraque
16/09/2003;Ocupação do Iraque
17/09/2003;Ocupação do Iraque
18/09/2003;Ocupação do Iraque
19/09/2003;Ocupação do Iraque
20/09/2003;Ocupação do Iraque
21/09/2003;Ocupação do Iraque
22/09/2003;Ocupação do Iraque
23/09/2003;Ocupação do Iraque
24/09/2003;Ocupação do Iraque
25/09/2003;Ocupação do Iraque
26/09/2003;Ocupação do Iraque
27/09/2003;Ocupação do Iraque
28/09/2003;Ocupação do Iraque
29/09/2003;Ocupação do Iraque
30/09/2003;Ocupação do Iraque
01/10/2003;Ocupação do Iraque
02/10/2003;Ocupação do Iraque
03/10/2003;Ocupação do Iraque
04/10/2003;Ocupação do Iraque
05/10/2003;Ocupação do Iraque
06/10/2003;Ocupação do Iraque
07/10/2003;Ocupação do Iraque
08/10/2003;Ocupação do Iraque
09/10/2003;Ocupação do Iraque
10/10/2003;Ocupação do Iraque
11/10/2003;Ocupação do Iraque
12/10/2003;Ocupação do Iraque
13/10/2003;Ocupação do Iraque
14/10/2003;Ocupação do Iraque
15/10/2003;Ocupação do Iraque
16/10/2003;Ocupação do Iraque
17/10/2003;Ocupação do Iraque
18/10/2003;Ocupação do Iraque
19/10/2003;Ocupação do Iraque
20/10/2003;Ocupação do Iraque
21/10/2003;Ocupação do Iraque
22/10/2003;Ocupação do Iraque
23/10/2003;Ocupação do Iraque
24/10/2003;Ocupação do Iraque
25/10/2003;Ocupação do Iraque
26/10/2003;Ocupação do Iraque
27/10/2003;Ocupação do Iraque
28/10/2003;Ocupação do Iraque
29/10/2003;Ocupação do Iraque
30/10/2003;Ocupação do Iraque
31/10/2003;Ocupação do Iraque
01/11/2003;Ocupação do Iraque
02/11/2003;Ocupação do Iraque
03/11/2003;Ocupação do Iraque
04/11/2003;Ocupação do Iraque
05/11/2003;Ocupação do Iraque
06/11/2003;Ocupação do Iraque
07/11/2003;Ocupação do Iraque
08/11/2003;Ocupação do Iraque
09/11/2003;Ocupação do Iraque
10/11/2003;Ocupação do Iraque
11/11/2003;Ocupação do Iraque
12/11/2003;Ocupação do Iraque
13/11/2003;Ocupação do Iraque
14/11/2003;Ocupação do Iraque
15/11/2003;Ocupação do Iraque
16/11/2003;Ocupação do Iraque
17/11/2003;Ocupação do Iraque
18/11/2003;Ocupação do Iraque
19/11/2003;Ocupação do Iraque
20/11/2003;Ocupação do Iraque
21/11/2003;Ocupação do Iraque
22/11/2003;Ocupação do Iraque
23/11/2003;Ocupação do Iraque
24/11/2003;Ocupação do Iraque
25/11/2003;Ocupação do Iraque
26/11/2003;Ocupação do Iraque
27/11/2003;Ocupação do Iraque
28/11/2003;Ocupação do Iraque
29/11/2003;Ocupação do Iraque
30/11/2003;Ocupação do Iraque
01/12/2003;Ocupação do Iraque
02/12/2003;Ocupação do Iraque
03/12/2003;Ocupação do Iraque
04/12/2003;Ocupação do Iraque
05/12/2003;Ocupação do Iraque
06/12/2003;Ocupação do Iraque
07/12/2003;Ocupação do Iraque
08/12/2003;Ocupação do Iraque
09/12/2003;Ocupação do Iraque
10/12/2003;Ocupação do Iraque
11/12/2003;Ocupação do Iraque
12/12/2003;Ocupação do Iraque
13/12/2003;Ocupação do Iraque
14/12/2003;Ocupação do Iraque
15/12/2003;Ocupação do Iraque
16/12/2003;Ocupação do Iraque
17/12/2003;Ocupação do Iraque
18/12/2003;Ocupação do Iraque
19/12/2003;Ocupação do Iraque
20/12/2003;Ocupação do Iraque
21/12/2003;Ocupação do Iraque
22/12/2003;Ocupação do Iraque
23/12/2003;Ocupação do Iraque
24/12/2003;Ocupação do Iraque
25/12/2003;Ocupação do Iraque
26/12/2003;Ocupação do Iraque
27/12/2003;Ocupação do Iraque
28/12/2003;Ocupação do Iraque
29/12/2003;Ocupação do Iraque
30/12/2003;Ocupação do Iraque
31/12/2003;Ocupação do Iraque
01/01/2004;Ocupação do Iraque
02/01/2004;Ocupação do Iraque
03/01/2004;Ocupação do Iraque
04/01/2004;Ocupação do Iraque
05/01/2004;Ocupação do Iraque
06/01/2004;Ocupação do Iraque
07/01/2004;Ocupação do Iraque
08/01/2004;Ocupação do Iraque
09/01/2004;Ocupação do Iraque
10/01/2004;Ocupação do Iraque
11/01/2004;Ocupação do Iraque
12/01/2004;Ocupação do Iraque
13/01/2004;Ocupação do Iraque
14/01/2004;Ocupação do Iraque
15/01/2004;Ocupação do Iraque
16/01/2004;Ocupação do Iraque
17/01/2004;Ocupação do Iraque
18/01/2004;Ocupação do Iraque
19/01/2004;Ocupação do Iraque
20/01/2004;Ocupação do Iraque
21/01/2004;Ocupação do Iraque
22/01/2004;Ocupação do Iraque
23/01/2004;Ocupação do Iraque
24/01/2004;Ocupação do Iraque
25/01/2004;Ocupação do Iraque
26/01/2004;Ocupação do Iraque
27/01/2004;Ocupação do Iraque
28/01/2004;Ocupação do Iraque
29/01/2004;Ocupação do Iraque
30/01/2004;Ocupação do Iraque
31/01/2004;Ocupação do Iraque
01/02/2004;Ocupação do Iraque
02/02/2004;Ocupação do Iraque
03/02/2004;Ocupação do Iraque
04/02/2004;Ocupação do Iraque
05/02/2004;Ocupação do Iraque
06/02/2004;Ocupação do Iraque
07/02/2004;Ocupação do Iraque
08/02/2004;Ocupação do Iraque
09/02/2004;Ocupação do Iraque
10/02/2004;Ocupação do Iraque
11/02/2004;Ocupação do Iraque
12/02/2004;Ocupação do Iraque
13/02/2004;Ocupação do Iraque
14/02/2004;Ocupação do Iraque
15/02/2004;Ocupação do Iraque
16/02/2004;Ocupação do Iraque
17/02/2004;Ocupação do Iraque
18/02/2004;Ocupação do Iraque
19/02/2004;Ocupação do Iraque
20/02/2004;Ocupação do Iraque
21/02/2004;Ocupação do Iraque
22/02/2004;Ocupação do Iraque
23/02/2004;Ocupação do Iraque
24/02/2004;Ocupação do Iraque
25/02/2004;Ocupação do Iraque
26/02/2004;Ocupação do Iraque
27/02/2004;Ocupação do Iraque
28/02/2004;Ocupação do Iraque
29/02/2004;Ocupação do Iraque
01/03/2004;Ocupação do Iraque
02/03/2004;Ocupação do Iraque
03/03/2004;Ocupação do Iraque
04/03/2004;Ocupação do Iraque
05/03/2004;Ocupação do Iraque
06/03/2004;Ocupação do Iraque
07/03/2004;Ocupação do Iraque
08/03/2004;Ocupação do Iraque
09/03/2004;Ocupação do Iraque
10/03/2004;Ocupação do Iraque
11/03/2004;Ocupação do Iraque
12/03/2004;Ocupação do Iraque
13/03/2004;Ocupação do Iraque
14/03/2004;Ocupação do Iraque
15/03/2004;Ocupação do Iraque
16/03/2004;Ocupação do Iraque
17/03/2004;Ocupação do Iraque
18/03/2004;Ocupação do Iraque
19/03/2004;Ocupação do Iraque
20/03/2004;Ocupação do Iraque
21/03/2004;Ocupação do Iraque
22/03/2004;Ocupação do Iraque
23/03/2004;Ocupação do Iraque
24/03/2004;Ocupação do Iraque
25/03/2004;Ocupação do Iraque
26/03/2004;Ocupação do Iraque
27/03/2004;Ocupação do Iraque
28/03/2004;Ocupação do Iraque
29/03/2004;Ocupação do Iraque
30/03/2004;Ocupação do Iraque
31/03/2004;Ocupação do Iraque
01/04/2004;Ocupação do Iraque
02/04/2004;Ocupação do Iraque
03/04/2004;Ocupação do Iraque
04/04/2004;Ocupação do Iraque
05/04/2004;Ocupação do Iraque
06/04/2004;Ocupação do Iraque
07/04/2004;Ocupação do Iraque
08/04/2004;Ocupação do Iraque
09/04/2004;Ocupação do Iraque
10/04/2004;Ocupação do Iraque
11/04/2004;Ocupação do Iraque
12/04/2004;Ocupação do Iraque
13/04/2004;Ocupação do Iraque
14/04/2004;Ocupação do Iraque
15/04/2004;Ocupação do Iraque
16/04/2004;Ocupação do Iraque
17/04/2004;Ocupação do Iraque
18/04/2004;Ocupação do Iraque
19/04/2004;Ocupação do Iraque
20/04/2004;Ocupação do Iraque
21/04/2004;Ocupação do Iraque
22/04/2004;Ocupação do Iraque
23/04/2004;Ocupação do Iraque
24/04/2004;Ocupação do Iraque
25/04/2004;Ocupação do Iraque
26/04/2004;Ocupação do Iraque
27/04/2004;Ocupação do Iraque
28/04/2004;Ocupação do Iraque
29/04/2004;Ocupação do Iraque
30/04/2004;Ocupação do Iraque
01/05/2004;Ocupação do Iraque
02/05/2004;Ocupação do Iraque
03/05/2004;Ocupação do Iraque
04/05/2004;Ocupação do Iraque
05/05/2004;Ocupação do Iraque
06/05/2004;Ocupação do Iraque
07/05/2004;Ocupação do Iraque
08/05/2004;Ocupação do Iraque
09/05/2004;Ocupação do Iraque
10/05/2004;Ocupação do Iraque
11/05/2004;Ocupação do Iraque
12/05/2004;Ocupação do Iraque
13/05/2004;Ocupação do Iraque
14/05/2004;Ocupação do Iraque
15/05/2004;Ocupação do Iraque
16/05/2004;Ocupação do Iraque
17/05/2004;Ocupação do Iraque
18/05/2004;Ocupação do Iraque
19/05/2004;Ocupação do Iraque
20/05/2004;Ocupação do Iraque
21/05/2004;Ocupação do Iraque
22/05/2004;Ocupação do Iraque
23/05/2004;Ocupação do Iraque
24/05/2004;Ocupação do Iraque
25/05/2004;Ocupação do Iraque
26/05/2004;Ocupação do Iraque
27/05/2004;Ocupação do Iraque
28/05/2004;Ocupação do Iraque
29/05/2004;Ocupação do Iraque
30/05/2004;Ocupação do Iraque
31/05/2004;Ocupação do Iraque
01/06/2004;Ocupação do Iraque
02/06/2004;Ocupação do Iraque
03/06/2004;Ocupação do Iraque
04/06/2004;Ocupação do Iraque
05/06/2004;Ocupação do Iraque
06/06/2004;Ocupação do Iraque
07/06/2004;Ocupação do Iraque
08/06/2004;Ocupação do Iraque
09/06/2004;Ocupação do Iraque
10/06/2004;Ocupação do Iraque
11/06/2004;Ocupação do Iraque
12/06/2004;Ocupação do Iraque
13/06/2004;Ocupação do Iraque
14/06/2004;Ocupação do Iraque
15/06/2004;Ocupação do Iraque
16/06/2004;Ocupação do Iraque
17/06/2004;Ocupação do Iraque
18/06/2004;Ocupação do Iraque
19/06/2004;Ocupação do Iraque
20/06/2004;Ocupação do Iraque
21/06/2004;Ocupação do Iraque
22/06/2004;Ocupação do Iraque
23/06/2004;Ocupação do Iraque
24/06/2004;Ocupação do Iraque
25/06/2004;Ocupação do Iraque
26/06/2004;Ocupação do Iraque
27/06/2004;Ocupação do Iraque
28/06/2004;Ocupação do Iraque
29/06/2004;Ocupação do Iraque
30/06/2004;Ocupação do Iraque
01/07/2004;Ocupação do Iraque
02/07/2004;Ocupação do Iraque
03/07/2004;Ocupação do Iraque
04/07/2004;Ocupação do Iraque
05/07/2004;Ocupação do Iraque
06/07/2004;Ocupação do Iraque
07/07/2004;Ocupação do Iraque
08/07/2004;Ocupação do Iraque
09/07/2004;Ocupação do Iraque
10/07/2004;Ocupação do Iraque
11/07/2004;Ocupação do Iraque
12/07/2004;Ocupação do Iraque
13/07/2004;Ocupação do Iraque
14/07/2004;Ocupação do Iraque
15/07/2004;Ocupação do Iraque
16/07/2004;Ocupação do Iraque
17/07/2004;Ocupação do Iraque
18/07/2004;Ocupação do Iraque
19/07/2004;Ocupação do Iraque
20/07/2004;Ocupação do Iraque
21/07/2004;Ocupação do Iraque
22/07/2004;Ocupação do Iraque
23/07/2004;Ocupação do Iraque
24/07/2004;Ocupação do Iraque
25/07/2004;Ocupação do Iraque
26/07/2004;Ocupação do Iraque
27/07/2004;Ocupação do Iraque
28/07/2004;Ocupação do Iraque
29/07/2004;Ocupação do Iraque
30/07/2004;Ocupação do Iraque
31/07/2004;Ocupação do Iraque
01/08/2004;Ocupação do Iraque
02/08/2004;Ocupação do Iraque
03/08/2004;Ocupação do Iraque
04/08/2004;Ocupação do Iraque
05/08/2004;Ocupação do Iraque
06/08/2004;Ocupação do Iraque
07/08/2004;Ocupação do Iraque
08/08/2004;Ocupação do Iraque
09/08/2004;Ocupação do Iraque
10/08/2004;Ocupação do Iraque
11/08/2004;Ocupação do Iraque
12/08/2004;Ocupação do Iraque
13/08/2004;Ocupação do Iraque
14/08/2004;Ocupação do Iraque
15/08/2004;Ocupação do Iraque
16/08/2004;Ocupação do Iraque
17/08/2004;Ocupação do Iraque
18/08/2004;Ocupação do Iraque
19/08/2004;Ocupação do Iraque
20/08/2004;Ocupação do Iraque
21/08/2004;Ocupação do Iraque
22/08/2004;Ocupação do Iraque
23/08/2004;Ocupação do Iraque
24/08/2004;Ocupação do Iraque
25/08/2004;Ocupação do Iraque
26/08/2004;Ocupação do Iraque
27/08/2004;Ocupação do Iraque
28/08/2004;Ocupação do Iraque
29/08/2004;Ocupação do Iraque
30/08/2004;Ocupação do Iraque
31/08/2004;Ocupação do Iraque
01/09/2004;Ocupação do Iraque
02/09/2004;Ocupação do Iraque
03/09/2004;Ocupação do Iraque
04/09/2004;Ocupação do Iraque
05/09/2004;Ocupação do Iraque
06/09/2004;Ocupação do Iraque
07/09/2004;Ocupação do Iraque
08/09/2004;Ocupação do Iraque
09/09/2004;Ocupação do Iraque
10/09/2004;Ocupação do Iraque
11/09/2004;Ocupação do Iraque
